,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company,Model
5275,Kochi,2015,60586,Petrol,Manual,3,23.1,998.0,67.04,5.0,4.11,maruti,maruti celerio
5277,Jaipur,2017,30000,Petrol,Manual,3,22.74,796.0,47.3,5.0,3.1,maruti,maruti alto
5279,Kolkata,2017,65000,Petrol,Manual,3,17.57,1193.0,88.7,5.0,4.8,tata,tata zest
5280,Kolkata,2014,38000,Petrol,Manual,3,16.09,1598.0,103.5,5.0,3.49,volkswagen,volkswagen vento
5281,Mumbai,2012,25000,Petrol,Manual,2,17.5,1373.0,91.1,7.0,5.15,maruti,maruti ertiga
5283,Mumbai,2014,13710,Petrol,Manual,3,16.2,1199.0,74.0,5.0,4.75,volkswagen,volkswagen polo
5284,Jaipur,2015,100000,Diesel,Automatic,3,12.55,2982.0,168.5,7.0,19.0,toyota,toyota fortuner
5285,Hyderabad,2017,17000,Petrol,Manual,3,23.1,998.0,67.04,5.0,4.9,maruti,maruti celerio
5287,Jaipur,2006,100173,Petrol,Manual,2,16.9,1497.0,100.0,5.0,2.4,honda,honda city
5290,Hyderabad,2016,29647,Diesel,Manual,3,20.14,1498.0,88.0,5.0,6.3,volkswagen,volkswagen polo
5291,Kochi,2018,43639,Petrol,Manual,3,21.1,998.0,100.0,5.0,8.15,maruti,maruti baleno
5292,Kochi,2012,37333,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.22,hyundai,hyundai i10
5293,Kochi,2018,48407,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.65,hyundai,hyundai i20
5295,Pune,2010,72400,Petrol,Manual,2,20.36,1197.0,78.9,5.0,2.3,hyundai,hyundai i10
5297,Pune,2012,65167,Petrol,Manual,3,19.4,1198.0,86.8,5.0,3.28,honda,honda brio
5298,Kochi,2016,25418,Petrol,Manual,3,20.73,1373.0,91.2,5.0,7.09,maruti,maruti ciaz
5299,Coimbatore,2013,38995,Diesel,Manual,3,19.3,1248.0,73.9,5.0,6.46,maruti,maruti swift
5300,Chennai,2012,60000,Diesel,Manual,3,22.07,1199.0,73.9,5.0,4.0,volkswagen,volkswagen polo
5301,Delhi,2011,72000,Diesel,Automatic,3,17.05,1995.0,184.0,5.0,11.0,bmw,bmw x1
5303,Kolkata,2015,4311,Diesel,Manual,3,25.83,1498.0,99.0,5.0,4.8,ford,ford figo
5306,Mumbai,2007,50000,Petrol,Manual,2,17.3,1061.0,64.0,5.0,1.1,maruti,maruti wagon
5307,Delhi,2018,13000,Petrol,Manual,3,21.4,1197.0,83.1,5.0,6.6,maruti,maruti baleno
5308,Pune,2013,74000,Petrol,Manual,3,22.0,1197.0,81.8,5.0,4.5,maruti,maruti dzire
5309,Pune,2009,75000,Petrol,Manual,2,14.7,1150.0,76.0,5.0,1.0,chevrolet,chevrolet aveo
5310,Chennai,2017,25000,Diesel,Manual,3,20.14,1498.0,88.0,5.0,6.9,volkswagen,volkswagen polo
5314,Kochi,2018,32663,Diesel,Manual,3,24.0,1186.0,73.97,5.0,6.28,hyundai,hyundai grand
5315,Delhi,2012,76777,Diesel,Manual,2,12.05,2179.0,120.0,8.0,4.88,mahindra,mahindra scorpio
5317,Kochi,2015,43993,Petrol,Manual,3,21.1,814.0,55.2,5.0,3.45,hyundai,hyundai eon
5318,Kochi,2016,72118,Diesel,Manual,3,15.4,2179.0,120.0,8.0,10.23,mahindra,mahindra scorpio
5319,Bangalore,2010,83000,Petrol,Automatic,2,11.1,2354.0,142.0,5.0,6.5,honda,honda accord
5320,Mumbai,2016,7523,Petrol,Manual,3,16.2,1199.0,74.0,5.0,6.15,volkswagen,volkswagen polo
5321,Mumbai,2014,34670,Petrol,Manual,3,15.1,1196.0,73.0,7.0,2.9,maruti,maruti eeco
5322,Ahmedabad,2016,30000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,5.5,hyundai,hyundai grand
5324,Delhi,2015,59261,Diesel,Manual,3,24.0,1186.0,73.97,5.0,4.25,hyundai,hyundai grand
5325,Kochi,2016,65210,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.48,maruti,maruti swift
5326,Bangalore,2016,19000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,7.25,hyundai,hyundai i20
5327,Hyderabad,2012,50000,Petrol,Manual,3,17.5,1298.0,85.8,5.0,3.0,maruti,maruti swift
5329,Mumbai,2007,75000,Petrol,Manual,2,17.7,1497.0,78.0,5.0,1.49,honda,honda city
5330,Pune,2013,54534,Petrol,Automatic,3,16.95,1197.0,78.9,5.0,3.65,hyundai,hyundai i10
5331,Ahmedabad,2018,13000,Diesel,Manual,3,23.0,1498.0,98.96,5.0,10.9,ford,ford ecosport
5332,Bangalore,2015,48808,Petrol,Manual,3,23.1,998.0,67.04,5.0,4.3,maruti,maruti celerio
5333,Pune,2012,63001,Diesel,Manual,2,20.77,1248.0,88.76,7.0,6.11,maruti,maruti ertiga
5334,Hyderabad,2015,64771,Diesel,Manual,3,12.8,2494.0,102.0,8.0,15.5,toyota,toyota innova
5335,Mumbai,2016,34634,Petrol,Manual,3,17.8,1497.0,117.3,5.0,6.9,honda,honda city
5336,Bangalore,2012,69242,Petrol,Manual,3,19.1,1197.0,85.8,5.0,4.69,maruti,maruti swift
5337,Kochi,2011,33292,Petrol,Manual,3,18.5,1197.0,85.8,5.0,3.19,maruti,maruti ritz
5338,Pune,2012,55000,Petrol,Automatic,2,15.0,1396.0,98.6,5.0,3.75,hyundai,hyundai i20
5339,Pune,2019,1000,Petrol,Manual,3,17.19,1197.0,81.86,5.0,8.6,hyundai,hyundai i20
5340,Chennai,2011,80000,Petrol,Manual,2,17.0,1497.0,118.0,5.0,3.85,honda,honda city
5342,Coimbatore,2019,16573,Petrol,Manual,3,17.8,1198.0,86.7,5.0,9.31,honda,honda amaze
5343,Pune,2008,152633,Petrol,Automatic,3,12.9,1799.0,130.0,5.0,3.0,honda,honda civic
5344,Bangalore,2015,53000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,5.5,hyundai,hyundai i20
5345,Hyderabad,2017,50129,Diesel,Manual,3,19.67,1582.0,126.2,5.0,13.3,hyundai,hyundai creta
5346,Hyderabad,2013,63716,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,23.0,audi,audi q3
5347,Mumbai,2018,11000,Petrol,Manual,3,24.7,796.0,47.3,5.0,3.35,maruti,maruti alto
5348,Chennai,2012,115000,Diesel,Automatic,1,15.06,1995.0,177.0,5.0,10.0,bmw,bmw x1
5349,Delhi,2013,63265,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.95,hyundai,hyundai i10
5350,Pune,2016,20000,Diesel,Manual,3,21.66,1498.0,108.62,5.0,6.75,volkswagen,volkswagen ameo
5351,Pune,2010,79000,Petrol,Manual,1,16.47,1198.0,73.9,5.0,2.44,volkswagen,volkswagen polo
5352,Mumbai,2015,41000,Petrol,Manual,3,20.73,1373.0,91.1,5.0,5.85,maruti,maruti ciaz
5353,Kochi,2015,26323,Petrol,Automatic,3,17.21,1197.0,103.5,5.0,7.4,volkswagen,volkswagen polo
5354,Pune,2016,76000,Diesel,Manual,3,24.4,1120.0,71.0,5.0,3.8,hyundai,hyundai xcent
5355,Hyderabad,2008,69972,Petrol,Manual,3,13.5,1799.0,130.0,5.0,3.8,honda,honda civic
5356,Kolkata,2008,69000,Petrol,Manual,3,17.7,1497.0,78.0,5.0,2.7,honda,honda city
5357,Jaipur,2016,65000,Diesel,Manual,3,15.96,2523.0,62.1,7.0,7.21,mahindra,mahindra bolero
5358,Hyderabad,2016,29512,Petrol,Manual,3,17.4,1497.0,117.3,5.0,7.9,honda,honda city
5359,Kolkata,2017,51000,Diesel,Manual,3,25.4,1186.0,73.97,5.0,4.2,hyundai,hyundai xcent
5360,Mumbai,2014,58003,Diesel,Manual,3,19.01,1461.0,108.45,5.0,5.75,renault,renault duster
5361,Hyderabad,2013,56500,Petrol,Automatic,3,16.98,998.0,66.1,5.0,3.45,maruti,maruti a-star
5363,Coimbatore,2018,46811,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16.59,mahindra,mahindra xuv500
5365,Mumbai,2009,52100,Diesel,Automatic,2,13.2,1995.0,170.0,5.0,7.5,bmw,bmw 3
5366,Hyderabad,2016,73000,Diesel,Manual,3,13.68,2393.0,147.8,7.0,16.5,toyota,toyota innova
5367,Kolkata,2009,31423,Petrol,Manual,3,17.0,1497.0,118.0,5.0,1.99,honda,honda city
5368,Chennai,2014,75180,Diesel,Manual,3,22.9,1248.0,74.0,5.0,5.25,maruti,maruti swift
5369,Mumbai,2013,75000,Diesel,Manual,2,19.64,1461.0,108.45,5.0,5.4,renault,renault duster
5370,Mumbai,2014,15000,Petrol,Manual,3,16.47,1198.0,74.0,5.0,3.9,volkswagen,volkswagen polo
5371,Mumbai,2015,12000,Petrol,Manual,3,17.19,1197.0,81.86,5.0,5.8,hyundai,hyundai i20
5373,Hyderabad,2017,44504,Diesel,Manual,3,23.4,1248.0,74.0,5.0,5.6,maruti,maruti swift
5375,Jaipur,2015,39437,Diesel,Manual,3,28.4,1248.0,74.0,5.0,5.15,maruti,maruti swift
5376,Coimbatore,2017,36931,Diesel,Automatic,3,19.08,1582.0,126.2,5.0,9.48,hyundai,hyundai verna
5378,Hyderabad,2009,71346,Petrol,Manual,3,17.5,1298.0,85.8,5.0,3.8,maruti,maruti swift
5379,Delhi,2015,45000,Petrol,Manual,2,18.6,1197.0,81.83,5.0,5.5,hyundai,hyundai i20
5380,Hyderabad,2010,85155,Petrol,Manual,3,17.0,1197.0,80.0,5.0,3.55,hyundai,hyundai i20
5381,Mumbai,2015,48823,Petrol,Manual,3,20.73,1373.0,91.1,5.0,6.35,maruti,maruti ciaz
5383,Hyderabad,2005,92000,Diesel,Manual,2,16.1,1405.0,70.0,5.0,1.1,tata,tata indigo
5384,Mumbai,2014,36000,Petrol,Manual,3,17.57,1193.0,88.7,5.0,3.7,tata,tata zest
5385,Delhi,2016,24569,Diesel,Manual,3,16.0,1997.0,140.0,7.0,13.5,mahindra,mahindra xuv500
5386,Mumbai,2008,95000,Petrol,Automatic,1,11.7,2354.0,177.6,5.0,2.85,honda,honda accord
5388,Ahmedabad,2015,65000,Diesel,Manual,3,22.7,1582.0,126.2,5.0,7.75,hyundai,hyundai elantra
5389,Chennai,2017,100400,Diesel,Manual,3,25.0,1396.0,69.0,5.0,2.85,tata,tata indica
5390,Jaipur,2014,76414,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4.95,honda,honda amaze
5391,Kochi,2012,82103,Diesel,Manual,3,15.1,2179.0,140.0,7.0,6.2,mahindra,mahindra xuv500
5393,Pune,2010,45252,Petrol,Manual,3,18.9,1197.0,81.86,5.0,2.25,hyundai,hyundai grand
5394,Delhi,2017,10300,Petrol,Manual,3,21.4,1197.0,83.1,5.0,6.75,maruti,maruti baleno
5395,Kochi,2016,42024,Diesel,Automatic,3,19.08,1582.0,126.2,5.0,9.73,hyundai,hyundai verna
5396,Kochi,2018,51236,Diesel,Manual,3,25.47,1248.0,88.5,7.0,8.49,maruti,maruti ertiga
5398,Coimbatore,2015,42894,Diesel,Manual,3,23.2,1248.0,73.94,5.0,5.59,maruti,maruti ritz
5399,Mumbai,2011,68000,Diesel,Automatic,3,15.6,1896.0,106.0,5.0,4.8,skoda,skoda laura
5400,Delhi,2014,69000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,5.45,ford,ford ecosport
5401,Pune,2017,10000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,6.5,hyundai,hyundai i20
5402,Chennai,2015,16000,Petrol,Manual,3,19.4,1198.0,86.8,5.0,4.35,honda,honda brio
5403,Kolkata,2013,46992,Diesel,Manual,3,25.8,1498.0,98.6,5.0,3.75,honda,honda amaze
5406,Jaipur,2015,50000,Diesel,Manual,2,24.0,1120.0,70.0,5.0,4.0,hyundai,hyundai grand
5407,Kolkata,2011,39010,Diesel,Manual,3,23.08,1461.0,63.1,5.0,2.6,nissan,nissan micra
5408,Jaipur,2016,26946,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.45,hyundai,hyundai grand
5409,Pune,2015,28700,Petrol,Manual,3,21.1,814.0,55.2,5.0,2.6,hyundai,hyundai eon
5410,Chennai,2011,60000,Petrol,Automatic,3,11.74,1796.0,186.0,5.0,16.0,mercedes-benz,mercedes-benz new
5412,Mumbai,2016,39000,Diesel,Automatic,3,11.18,2696.0,184.0,7.0,13.85,mahindra,mahindra ssangyong
5413,Coimbatore,2018,7784,Petrol,Manual,3,20.73,1373.0,91.1,5.0,8.76,maruti,maruti ciaz
5415,Chennai,2017,42000,Petrol,Automatic,3,22.0,1197.0,81.8,5.0,5.5,maruti,maruti dzire
5417,Kolkata,2013,57000,Diesel,Manual,3,19.01,1461.0,108.45,5.0,4.99,renault,renault duster
5418,Chennai,2013,85350,Diesel,Manual,2,22.32,1582.0,126.32,5.0,5.7,hyundai,hyundai verna
5419,Coimbatore,2016,82725,Petrol,Automatic,3,14.28,1798.0,138.03,5.0,11.99,toyota,toyota corolla
5421,Chennai,2018,13900,Petrol,Manual,3,18.88,1499.0,110.4,5.0,9.5,ford,ford ecosport
5422,Hyderabad,2014,108000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,5.5,maruti,maruti swift
5423,Bangalore,2016,36000,Diesel,Automatic,3,11.72,2199.0,194.3,7.0,23.0,hyundai,hyundai santa
5424,Hyderabad,2013,62188,Diesel,Manual,3,17.2,1396.0,53.5,5.0,2.95,tata,tata indica
5425,Kochi,2015,58397,Diesel,Manual,3,24.0,1120.0,70.0,5.0,4.9,hyundai,hyundai grand
5427,Delhi,2016,30000,Petrol,Automatic,3,22.5,998.0,67.0,5.0,4.25,maruti,maruti wagon
5428,Kochi,2018,29907,Diesel,Manual,3,16.0,2179.0,140.0,7.0,16.36,mahindra,mahindra xuv500
5429,Kolkata,2009,46000,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,9.95,audi,audi a4
5430,Bangalore,2012,65000,Diesel,Manual,3,20.54,1598.0,103.6,5.0,5.5,volkswagen,volkswagen vento
5431,Delhi,2016,22000,Diesel,Manual,3,24.3,1248.0,88.5,5.0,8.25,maruti,maruti vitara
5432,Chennai,2002,99024,Petrol,Manual,3,17.3,993.0,60.0,5.0,0.95,maruti,maruti zen
5433,Kochi,2016,34952,Petrol,Manual,3,19.81,1086.0,68.05,5.0,4.01,hyundai,hyundai i10
5435,Chennai,2014,71000,Diesel,Manual,2,25.1,1498.0,98.6,5.0,6.2,honda,honda city
5436,Chennai,2012,97000,Diesel,Automatic,3,11.5,2982.0,169.0,7.0,16.75,toyota,toyota fortuner
5437,Delhi,2017,21000,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,16.5,mahindra,mahindra xuv500
5439,Kolkata,2012,110438,Diesel,Manual,3,20.0,1399.0,68.05,5.0,3.5,ford,ford figo
5440,Coimbatore,2017,66507,Petrol,Automatic,2,19.0,1199.0,88.7,5.0,5.43,honda,honda jazz
5442,Hyderabad,2014,32000,Petrol,Automatic,3,17.97,1498.0,99.6,5.0,7.99,nissan,nissan sunny
5443,Coimbatore,2011,75378,Diesel,Manual,3,18.7,1896.0,66.0,5.0,3.59,skoda,skoda octavia
5444,Chennai,2012,82697,Diesel,Manual,3,25.44,936.0,57.6,5.0,1.9,chevrolet,chevrolet beat
5446,Chennai,2012,149000,Diesel,Manual,3,19.01,1461.0,108.45,5.0,7.25,renault,renault duster
5447,Kochi,2016,26212,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,24.46,mercedes-benz,mercedes-benz gla
5448,Pune,2014,23500,Petrol,Manual,2,17.57,1193.0,88.7,5.0,3.9,tata,tata zest
5449,Coimbatore,2013,56127,Petrol,Manual,3,18.5,1197.0,80.0,5.0,5.15,hyundai,hyundai i20
5450,Mumbai,2015,26000,Petrol,Automatic,3,21.5,1197.0,81.8,5.0,3.65,maruti,maruti wagon
5451,Kolkata,2016,26000,Diesel,Manual,3,25.4,1186.0,73.97,5.0,5.0,hyundai,hyundai xcent
5452,Kolkata,2009,42000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,2.3,honda,honda city
5453,Pune,2001,130000,Petrol,Manual,2,13.2,1495.0,94.0,5.0,0.75,hyundai,hyundai accent
5454,Kochi,2009,137148,Petrol,Manual,2,13.9,1599.0,103.2,5.0,1.85,hyundai,hyundai verna
5455,Kolkata,2010,114703,Petrol,Manual,3,15.6,1196.0,70.0,5.0,1.8,ford,ford figo
5456,Kochi,2014,97439,Diesel,Manual,3,25.8,1498.0,98.6,5.0,4.41,honda,honda amaze
5457,Chennai,2006,40000,Petrol,Manual,3,18.9,998.0,67.1,5.0,2.0,maruti,maruti wagon
5462,Ahmedabad,2010,83000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,2.75,maruti,maruti swift
5463,Coimbatore,2005,79012,Petrol,Manual,3,13.4,1794.0,125.0,5.0,2.64,toyota,toyota corolla
5464,Kochi,2018,27395,Diesel,Manual,3,15.4,2179.0,120.0,7.0,14.19,mahindra,mahindra scorpio
5465,Jaipur,2017,35362,Petrol,Manual,3,22.5,998.0,67.04,5.0,3.85,maruti,maruti wagon
5466,Delhi,2014,117000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,15.5,toyota,toyota fortuner
5467,Mumbai,2010,23000,Petrol,Manual,3,18.2,1061.0,64.0,5.0,1.9,maruti,maruti zen
5469,Chennai,2009,69000,Petrol,Manual,2,18.5,1197.0,80.0,5.0,2.4,hyundai,hyundai i20
5470,Bangalore,2010,58000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,11.5,bmw,bmw 3
5471,Jaipur,2014,88511,Diesel,Manual,3,16.0,2179.0,140.0,7.0,8.25,mahindra,mahindra xuv500
5472,Pune,2011,66000,Petrol,Manual,3,15.8,1598.0,105.0,5.0,2.75,volkswagen,volkswagen vento
5473,Delhi,2009,65000,Petrol,Manual,2,17.5,1198.0,70.0,5.0,1.4,skoda,skoda fabia
5475,Chennai,2011,76000,Diesel,Manual,3,20.0,1399.0,68.0,5.0,2.4,ford,ford figo
5476,Pune,2013,23627,Petrol,Automatic,3,14.8,1598.0,105.0,5.0,4.75,volkswagen,volkswagen vento
5478,Kochi,2015,64465,Diesel,Manual,3,26.0,1498.0,98.6,5.0,6.22,honda,honda city
5479,Chennai,2018,14000,Petrol,Automatic,3,22.5,999.0,67.0,5.0,4.5,renault,renault kwid
5480,Mumbai,2015,26000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.25,hyundai,hyundai grand
5482,Mumbai,2017,27000,Diesel,Manual,3,22.54,1396.0,88.73,5.0,6.95,hyundai,hyundai i20
5483,Coimbatore,2018,31919,Petrol,Automatic,3,24.07,998.0,67.1,5.0,4.56,maruti,maruti alto
5484,Coimbatore,2016,47392,Diesel,Manual,3,20.5,1582.0,126.2,5.0,13.82,hyundai,hyundai creta
5485,Mumbai,2016,17362,Petrol,Manual,3,18.0,1198.0,86.7,5.0,5.65,honda,honda amaze
5486,Kochi,2016,49716,Diesel,Manual,3,21.19,1396.0,88.73,5.0,6.2,hyundai,hyundai i20
5487,Delhi,2014,48000,Petrol,Manual,3,23.1,998.0,67.04,5.0,3.25,maruti,maruti celerio
5488,Kolkata,2009,46000,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,8.5,audi,audi a4
5489,Bangalore,2016,79000,Diesel,Manual,3,24.8,1396.0,88.7,5.0,7.25,hyundai,hyundai verna
5491,Delhi,2016,29754,Petrol,Manual,3,16.2,1199.0,74.0,5.0,5.3,volkswagen,volkswagen polo
5492,Ahmedabad,2012,50123,Diesel,Manual,3,17.0,1405.0,70.0,5.0,1.9,tata,tata indigo
5493,Kochi,2012,57184,Petrol,Manual,3,20.36,1197.0,78.9,5.0,3.09,hyundai,hyundai i10
5495,Mumbai,2015,26000,Diesel,Automatic,3,17.01,1582.0,126.2,5.0,12.65,hyundai,hyundai creta
5496,Delhi,2016,22129,Petrol,Manual,3,18.9,1197.0,82.0,5.0,4.25,hyundai,hyundai grand
5497,Hyderabad,2011,127887,Diesel,Manual,3,21.1,1248.0,73.9,5.0,2.95,maruti,maruti ritz
5498,Hyderabad,2006,92000,Diesel,Manual,3,10.5,2179.0,120.0,8.0,3.45,mahindra,mahindra scorpio
5499,Hyderabad,2011,60634,Petrol,Manual,3,19.81,1086.0,68.05,5.0,3.3,hyundai,hyundai i10
5501,Kolkata,2009,59000,Petrol,Manual,3,13.5,1799.0,130.0,5.0,2.71,honda,honda civic
5502,Hyderabad,2012,59293,Petrol,Manual,3,18.2,998.0,67.1,5.0,2.7,maruti,maruti zen
5503,Mumbai,2012,80753,Diesel,Manual,2,23.4,1248.0,74.0,5.0,4.5,maruti,maruti swift
5504,Delhi,2015,40000,Diesel,Manual,2,13.0,2982.0,168.5,7.0,18.75,toyota,toyota fortuner
5505,Pune,2014,103000,Diesel,Manual,2,28.4,1248.0,74.0,5.0,5.25,maruti,maruti swift
5507,Pune,2017,48000,Diesel,Manual,3,28.4,1248.0,73.75,5.0,6.0,maruti,maruti dzire
5508,Kolkata,2014,41000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,3.14,hyundai,hyundai grand
5509,Jaipur,2016,26000,Petrol,Manual,3,25.17,799.0,53.3,5.0,2.55,renault,renault kwid
5510,Jaipur,2012,30000,Petrol,Manual,2,15.64,1193.0,64.08,5.0,2.3,tata,tata indigo
5511,Hyderabad,2014,74624,Diesel,Manual,3,20.0,1399.0,68.05,5.0,5.65,ford,ford figo
5513,Jaipur,2016,35000,Petrol,Manual,3,24.07,998.0,67.1,5.0,3.0,maruti,maruti alto
5514,Ahmedabad,2015,52123,Diesel,Manual,3,20.34,1498.0,103.2,5.0,7.5,volkswagen,volkswagen vento
5515,Bangalore,2005,90000,Diesel,Manual,3,10.5,2179.0,120.0,8.0,2.6,mahindra,mahindra scorpio
5517,Chennai,2009,122000,Petrol,Manual,2,17.0,1497.0,118.0,5.0,3.5,honda,honda city
5519,Pune,2015,78000,Diesel,Automatic,3,13.5,2477.0,175.56,6.0,15.0,mitsubishi,mitsubishi pajero
5520,Jaipur,2012,72000,Diesel,Manual,3,19.3,1248.0,73.9,5.0,4.25,maruti,maruti swift
5522,Pune,2013,43486,Diesel,Manual,3,20.77,1248.0,88.76,7.0,6.6,maruti,maruti ertiga
5524,Chennai,2010,34000,Petrol,Manual,3,11.7,1796.0,178.0,5.0,10.0,mercedes-benz,mercedes-benz new
5526,Mumbai,2017,30000,Diesel,Manual,3,22.7,1498.0,89.84,5.0,8.75,ford,ford ecosport
5527,Coimbatore,2015,64005,Petrol,Manual,3,17.71,1197.0,78.9,5.0,4.57,toyota,toyota etios
5528,Delhi,2012,62000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,2.5,hyundai,hyundai i10
5530,Kochi,2014,59885,Diesel,Automatic,3,12.39,2179.0,147.51,5.0,20.11,land,land rover
5531,Hyderabad,2011,144471,Diesel,Manual,3,12.8,2494.0,102.0,8.0,7.8,toyota,toyota innova
5532,Coimbatore,2011,63991,Petrol,Manual,3,18.5,1197.0,80.0,5.0,3.61,hyundai,hyundai i20
5534,Mumbai,2015,34895,Petrol,Automatic,3,19.15,1198.0,75.94,5.0,4.6,nissan,nissan micra
5536,Kolkata,2015,45000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,5.25,honda,honda city
5537,Delhi,2013,45000,Diesel,Manual,2,25.8,1498.0,98.6,5.0,3.3,honda,honda amaze
5538,Bangalore,2013,100000,Diesel,Manual,2,11.5,2982.0,171.0,7.0,17.75,toyota,toyota fortuner
5540,Coimbatore,2016,37023,Diesel,Manual,3,19.67,1582.0,126.2,5.0,13.39,hyundai,hyundai creta
5541,Chennai,2012,81000,Diesel,Manual,3,25.44,936.0,56.3,5.0,2.5,chevrolet,chevrolet beat
5542,Kochi,2017,20789,Diesel,Automatic,3,11.36,2755.0,171.5,7.0,18.36,toyota,toyota innova
5543,Jaipur,2015,68310,Diesel,Manual,3,23.4,1248.0,74.0,5.0,5.95,maruti,maruti swift
5544,Mumbai,2015,47250,Diesel,Manual,2,19.67,1582.0,126.2,5.0,11.0,hyundai,hyundai creta
5546,Hyderabad,2017,128000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,6.3,honda,honda amaze
5547,Kochi,2017,17702,Petrol,Manual,3,15.29,1591.0,121.3,5.0,11.94,hyundai,hyundai creta
5548,Mumbai,2014,34987,Petrol,Automatic,3,18.19,1197.0,103.5,5.0,5.95,volkswagen,volkswagen vento
5549,Ahmedabad,2017,37000,Diesel,Manual,3,26.0,1498.0,98.6,5.0,11.0,honda,honda city
5550,Coimbatore,2017,38271,Petrol,Manual,3,15.29,1591.0,121.3,5.0,12.53,hyundai,hyundai creta
5551,Bangalore,2012,32510,Diesel,Manual,2,20.0,1399.0,68.0,5.0,3.75,ford,ford figo
5553,Pune,2012,116000,Diesel,Manual,3,10.5,2835.0,107.2,6.0,9.95,mitsubishi,mitsubishi pajero
5554,Jaipur,2013,156000,Diesel,Manual,3,19.87,1461.0,83.8,5.0,4.2,renault,renault duster
5555,Delhi,2010,75319,Petrol,Manual,2,21.1,1197.0,85.8,5.0,2.0,maruti,maruti ritz
5556,Kolkata,2013,28000,Petrol,Manual,3,18.9,1197.0,82.0,5.0,3.25,hyundai,hyundai grand
5559,Kochi,2018,32854,Petrol,Automatic,3,13.0,1591.0,121.3,5.0,12.6,hyundai,hyundai creta
5560,Kochi,2019,6568,Petrol,Manual,3,25.17,799.0,53.3,5.0,5.09,renault,renault kwid
5561,Bangalore,2014,30000,Diesel,Automatic,3,14.94,2967.0,241.4,5.0,24.5,audi,audi a4
5562,Kochi,2018,17804,Diesel,Manual,2,28.09,1248.0,88.5,5.0,7.97,maruti,maruti ciaz
5563,Delhi,2011,69768,Petrol,Manual,3,16.0,1198.0,90.0,5.0,2.9,honda,honda jazz
5564,Kochi,2016,62404,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,21.33,bmw,bmw 3
5565,Bangalore,2012,97000,Diesel,Automatic,2,19.08,1582.0,126.32,5.0,6.5,hyundai,hyundai verna
5566,Coimbatore,2016,55687,Diesel,Manual,3,21.38,1396.0,88.7,5.0,12.15,hyundai,hyundai creta
5567,Kolkata,2014,17000,Petrol,Manual,3,15.04,1598.0,103.2,5.0,4.25,volkswagen,volkswagen vento
5569,Chennai,2004,135000,Petrol,Automatic,1,14.4,1997.0,152.0,5.0,3.0,honda,honda cr-v
5570,Chennai,2012,80000,Diesel,Manual,3,19.72,1461.0,108.45,5.0,6.75,renault,renault duster
5571,Bangalore,2014,31045,Petrol,Manual,2,18.6,1197.0,81.83,5.0,5.65,hyundai,hyundai i20
5572,Pune,2013,58000,Diesel,Automatic,2,16.96,1968.0,138.03,5.0,7.5,volkswagen,volkswagen jetta
5573,Kochi,2018,35480,Diesel,Manual,3,19.67,1582.0,126.2,5.0,13.34,hyundai,hyundai creta
5574,Hyderabad,2016,62287,Diesel,Manual,3,28.09,1248.0,88.5,5.0,7.9,maruti,maruti ciaz
5575,Coimbatore,2015,46162,Diesel,Manual,3,22.54,1396.0,88.73,5.0,6.98,hyundai,hyundai i20
5576,Mumbai,2014,9200,Petrol,Manual,3,17.01,1591.0,121.3,5.0,5.75,hyundai,hyundai verna
5577,Kolkata,2012,55339,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2.65,volkswagen,volkswagen polo
5578,Kolkata,2011,55476,Diesel,Manual,3,22.07,1199.0,73.9,5.0,2.49,volkswagen,volkswagen polo
5579,Pune,2007,68553,Petrol,Manual,2,15.0,1586.0,104.68,5.0,1.5,maruti,maruti sx4
5580,Kochi,2016,67376,Diesel,Manual,3,24.5,1498.0,98.6,7.0,6.5,honda,honda mobilio
